Price,Close,High,Low,Open,Volume
Ticker,000001.SS,000001.SS,000001.SS,000001.SS,000001.SS
Date,,,,,
2023-05-11,3309.550048828125,3333.25,3307.2900390625,3323.659912109375,354300
2023-05-12,3272.360107421875,3319.1298828125,3271.429931640625,3304.4599609375,347300
2023-05-15,3310.739990234375,3310.739990234375,3235.8701171875,3269.8798828125,388000
2023-05-16,3290.989990234375,3317.89990234375,3282.489990234375,3310.159912109375,322500
2023-05-17,3284.22998046875,3298.52001953125,3269.889892578125,3281.969970703125,285700
2023-05-18,3297.320068359375,3313.860107421875,3284.169921875,3288.409912109375,310000
2023-05-19,3283.5400390625,3302.340087890625,3268.219970703125,3288.889892578125,285400
2023-05-22,3296.469970703125,3308.530029296875,3276.5400390625,3278.60009765625,273900
2023-05-23,3246.239990234375,3298.22998046875,3246.239990234375,3294.7900390625,275300
2023-05-24,3204.75,3237.699951171875,3204.3798828125,3237.699951171875,288700
2023-05-25,3201.260009765625,3207.02001953125,3168.570068359375,3197.360107421875,283600
2023-05-26,3212.5,3220.77001953125,3179.820068359375,3198.8798828125,261700
2023-05-29,3221.449951171875,3230.969970703125,3208.9599609375,3219.760009765625,297400
2023-05-30,3224.2099609375,3230.6298828125,3186.6298828125,3214.669921875,303500
2023-05-31,3204.56005859375,3216.360107421875,3190.27001953125,3214.659912109375,294600
2023-06-01,3204.6298828125,3225.090087890625,3189.52001953125,3196.14990234375,312300
2023-06-02,3230.070068359375,3233.989990234375,3211.739990234375,3212.449951171875,294700
2023-06-05,3232.43994140625,3244.179931640625,3221.6298828125,3231.81005859375,278100
2023-06-06,3195.340087890625,3247.35009765625,3189.27001953125,3228.409912109375,308300
2023-06-07,3197.760009765625,3210.330078125,3188.010009765625,3197.469970703125,258100
2023-06-08,3213.590087890625,3225.530029296875,3180.5400390625,3194.830078125,293500
2023-06-09,3231.409912109375,3231.409912109375,3206.10009765625,3213.030029296875,314200
2023-06-12,3228.830078125,3239.43994140625,3210.7099609375,3225.300048828125,313800
2023-06-13,3233.669921875,3235.090087890625,3215.5,3223.89990234375,280600
2023-06-14,3228.989990234375,3248.4599609375,3226.77001953125,3238.1201171875,303500
2023-06-15,3252.97998046875,3252.97998046875,3229.14990234375,3230.449951171875,313300
2023-06-16,3273.330078125,3276.550048828125,3255.5,3256.300048828125,326300
2023-06-19,3255.81005859375,3271.159912109375,3251.780029296875,3271.159912109375,327800
2023-06-20,3240.360107421875,3252.840087890625,3237.7900390625,3252.5400390625,298300
2023-06-21,3197.89990234375,3236.360107421875,3197.89990234375,3230.110107421875,294400
2023-06-26,3150.6201171875,3181.080078125,3144.25,3177.22998046875,308100
2023-06-27,3189.43994140625,3194.409912109375,3148.27001953125,3153.31005859375,287600
2023-06-28,3189.3798828125,3192.659912109375,3157.1201171875,3183.489990234375,276200
2023-06-29,3182.3798828125,3196.5,3179.530029296875,3185.419921875,250300
2023-06-30,3202.06005859375,3212.989990234375,3177.989990234375,3178.919921875,265400
2023-07-03,3243.97998046875,3246.860107421875,3209.159912109375,3209.159912109375,312400
2023-07-04,3245.35009765625,3246.9599609375,3233.989990234375,3241.22998046875,279200
2023-07-05,3222.949951171875,3241.840087890625,3218.60009765625,3240.050048828125,264000
2023-07-06,3205.570068359375,3229.47998046875,3199.719970703125,3215.860107421875,246100
2023-07-07,3196.610107421875,3212.050048828125,3189.2099609375,3197.469970703125,255700
2023-07-10,3203.699951171875,3216.530029296875,3192.659912109375,3208.72998046875,236600
2023-07-11,3221.3701171875,3221.679931640625,3200.3798828125,3211.1201171875,227600
2023-07-12,3196.1298828125,3224.330078125,3193.43994140625,3220.3798828125,271400
2023-07-13,3236.47998046875,3238.469970703125,3202.699951171875,3202.699951171875,276600
2023-07-14,3237.699951171875,3248.3798828125,3234.0,3240.969970703125,273300
2023-07-17,3209.6298828125,3219.02001953125,3195.889892578125,3219.02001953125,250200
2023-07-18,3197.820068359375,3210.25,3190.0,3206.7900390625,235000
2023-07-19,3198.840087890625,3204.360107421875,3181.56005859375,3195.010009765625,217400
2023-07-20,3169.52001953125,3209.06005859375,3165.669921875,3201.909912109375,238900
2023-07-21,3167.75,3185.639892578125,3157.330078125,3163.419921875,225300
2023-07-24,3164.159912109375,3178.72998046875,3151.1298828125,3157.469970703125,216600
2023-07-25,3231.52001953125,3231.75,3201.4599609375,3201.4599609375,348600
2023-07-26,3223.030029296875,3229.889892578125,3212.8798828125,3228.090087890625,317200
2023-07-27,3216.669921875,3245.60009765625,3210.469970703125,3225.47998046875,327100
2023-07-28,3275.929931640625,3280.280029296875,3200.989990234375,3206.739990234375,411100
2023-07-31,3291.0400390625,3322.12890625,3281.012939453125,3287.208984375,459000
2023-08-01,3290.948974609375,3305.340087890625,3279.56591796875,3288.760009765625,459900
2023-08-02,3261.68994140625,3290.820068359375,3252.303955078125,3281.85791015625,405300
2023-08-03,3280.462890625,3280.864013671875,3247.27197265625,3254.56494140625,384700
2023-08-04,3288.083984375,3315.049072265625,3281.73388671875,3296.093994140625,470900
2023-08-07,3268.8310546875,3276.77587890625,3258.537109375,3276.77587890625,360300
2023-08-08,3260.6201171875,3274.52001953125,3246.669921875,3260.719970703125,316500
2023-08-09,3244.489990234375,3257.080078125,3240.2900390625,3251.14990234375,271200
2023-08-10,3254.56005859375,3257.030029296875,3234.1201171875,3242.2099609375,287400
2023-08-11,3189.25,3254.47998046875,3189.25,3254.47998046875,330100
2023-08-14,3178.429931640625,3180.510009765625,3141.659912109375,3159.7099609375,299800
2023-08-15,3176.179931640625,3186.22998046875,3147.35009765625,3180.56005859375,273300
2023-08-16,3150.1298828125,3176.6298828125,3149.719970703125,3164.699951171875,281700
2023-08-17,3163.739990234375,3167.449951171875,3123.25,3137.35009765625,294700
2023-08-18,3131.949951171875,3179.1201171875,3131.949951171875,3165.10009765625,294400
2023-08-21,3092.97998046875,3134.9599609375,3092.97998046875,3125.989990234375,265800
2023-08-22,3120.330078125,3126.780029296875,3074.530029296875,3103.780029296875,309300
2023-08-23,3078.39990234375,3116.3798828125,3077.610107421875,3116.27001953125,272200
2023-08-24,3082.239990234375,3106.179931640625,3072.949951171875,3085.909912109375,300000
2023-08-25,3064.070068359375,3085.050048828125,3053.0400390625,3068.6201171875,225200
2023-08-28,3098.639892578125,3219.0400390625,3089.1201171875,3219.0400390625,485600
2023-08-29,3135.889892578125,3145.760009765625,3090.43994140625,3091.93994140625,398900
2023-08-30,3137.139892578125,3153.68994140625,3126.89990234375,3144.409912109375,347500
2023-08-31,3119.8798828125,3139.97998046875,3113.949951171875,3134.550048828125,313400
2023-09-01,3133.25,3143.85009765625,3123.18994140625,3126.02001953125,292300
2023-09-04,3177.06005859375,3177.06005859375,3143.37890625,3145.944091796875,366400
2023-09-05,3154.3701171875,3169.739990234375,3150.080078125,3169.739990234375,294100
2023-09-06,3158.080078125,3162.14990234375,3136.89990234375,3147.139892578125,267000
2023-09-07,3122.35009765625,3152.27001953125,3120.820068359375,3152.199951171875,269300
2023-09-08,3116.719970703125,3126.0400390625,3104.669921875,3114.22998046875,228100
2023-09-11,3142.780029296875,3155.10009765625,3113.820068359375,3119.610107421875,290400
2023-09-12,3137.06005859375,3147.510009765625,3134.320068359375,3140.340087890625,234700
2023-09-13,3123.070068359375,3143.760009765625,3106.969970703125,3137.77001953125,249700
2023-09-14,3126.550048828125,3135.030029296875,3111.860107421875,3124.85009765625,264000
2023-09-15,3117.739990234375,3141.9599609375,3107.449951171875,3133.590087890625,292000
2023-09-18,3125.929931640625,3128.699951171875,3098.5,3110.43994140625,259400
2023-09-19,3124.9599609375,3131.1298828125,3113.530029296875,3123.989990234375,253700
2023-09-20,3108.568115234375,3122.1279296875,3108.157958984375,3118.6669921875,228100
2023-09-21,3084.700927734375,3113.493896484375,3084.700927734375,3103.175048828125,228700
2023-09-22,3132.431884765625,3132.55810546875,3078.801025390625,3084.757080078125,286000
2023-09-25,3115.60693359375,3131.2080078125,3112.15087890625,3131.2080078125,258100
2023-09-26,3102.27294921875,3120.2890625,3102.27294921875,3114.02099609375,222600
2023-09-27,3107.31591796875,3125.447021484375,3103.843994140625,3104.0400390625,240500
2023-09-28,3110.47509765625,3121.8349609375,3105.93994140625,3117.7548828125,236300
2023-10-09,3096.922119140625,3103.360107421875,3072.64208984375,3100.0,264400
2023-10-10,3075.239990234375,3109.97998046875,3073.18994140625,3104.3701171875,255300
2023-10-11,3078.9560546875,3095.658935546875,3071.93603515625,3085.698974609375,259900
2023-10-12,3107.90087890625,3109.989990234375,3092.177001953125,3101.705078125,274800
2023-10-13,3088.10009765625,3094.919921875,3080.550048828125,3092.0,255100
2023-10-16,3073.81298828125,3091.1259765625,3063.68603515625,3091.06494140625,263900
2023-10-17,3083.5,3084.070068359375,3064.889892578125,3076.429931640625,259000
2023-10-18,3058.7099609375,3076.580078125,3057.05908203125,3076.580078125,268600
2023-10-19,3005.39306640625,3043.196044921875,3004.77490234375,3043.196044921875,304000
2023-10-20,2983.06005859375,3006.27001953125,2977.169921875,2995.360107421875,267100
2023-10-23,2939.291015625,2973.660888671875,2923.510986328125,2969.785888671875,278900
2023-10-24,2962.243896484375,2964.760986328125,2929.087890625,2944.31103515625,311000
2023-10-25,2974.114013671875,2993.294921875,2972.41796875,2986.406982421875,332400
2023-10-26,2988.299072265625,2990.327880859375,2956.006103515625,2960.10400390625,291800
2023-10-27,3017.783935546875,3029.2099609375,2974.8798828125,2978.403076171875,321800
2023-10-30,3021.552978515625,3028.263916015625,3002.347900390625,3009.610107421875,360600
2023-10-31,3018.77099609375,3023.0009765625,3006.60888671875,3019.64599609375,319900
2023-11-01,3023.076904296875,3038.330078125,3013.93310546875,3038.181884765625,280100
2023-11-02,3009.406005859375,3038.64208984375,3009.12109375,3028.6650390625,268800
2023-11-03,3030.798095703125,3040.98095703125,3012.465087890625,3012.465087890625,268500
2023-11-06,3058.410888671875,3058.989013671875,3037.694091796875,3047.1298828125,372900
2023-11-07,3057.27001953125,3064.576904296875,3042.468994140625,3052.919921875,326900
2023-11-08,3052.373046875,3062.990966796875,3037.2890625,3051.153076171875,335700
2023-11-09,3053.279052734375,3063.467041015625,3045.833984375,3047.653076171875,315600
2023-11-10,3038.969970703125,3044.0009765625,3027.087890625,3043.55908203125,285500
2023-11-13,3046.532958984375,3048.62109375,3028.16796875,3044.031982421875,290400
2023-11-14,3056.070068359375,3059.529052734375,3044.426025390625,3046.81689453125,294800
2023-11-15,3072.8349609375,3080.1279296875,3064.345947265625,3077.029052734375,304300
2023-11-16,3050.926025390625,3071.451904296875,3050.926025390625,3066.85498046875,271100
2023-11-17,3054.3701171875,3055.860107421875,3033.75,3043.6201171875,267600
2023-11-20,3068.319091796875,3072.512939453125,3043.514892578125,3056.927001953125,287600
2023-11-21,3067.93310546875,3089.77392578125,3063.344970703125,3074.827880859375,330700
2023-11-22,3043.611083984375,3067.962890625,3043.611083984375,3060.498046875,289100
2023-11-23,3061.85595703125,3062.866943359375,3034.297119140625,3041.677978515625,276600
2023-11-24,3040.971923828125,3060.3310546875,3037.200927734375,3060.3310546875,287800
2023-11-27,3031.699951171875,3038.35791015625,3015.008056640625,3038.18603515625,310500
2023-11-28,3038.550048828125,3039.68994140625,3020.22998046875,3028.60009765625,268900
2023-11-29,3021.68701171875,3038.97705078125,3017.660888671875,3038.464111328125,278000
2023-11-30,3029.673095703125,3030.908935546875,3013.76806640625,3021.10302734375,282900
2023-12-01,3031.635986328125,3035.760009765625,3010.23291015625,3027.35302734375,286100
2023-12-04,3022.9140625,3038.97900390625,3022.347900390625,3033.298095703125,288200
2023-12-05,2972.2958984375,3017.010009765625,2972.2958984375,3017.010009765625,293900
2023-12-06,2968.93310546875,2985.31396484375,2959.60302734375,2966.947998046875,294100
2023-12-07,2966.2060546875,2976.014892578125,2949.14404296875,2965.652099609375,296200
2023-12-08,2969.55908203125,2980.833984375,2962.326904296875,2965.389892578125,369100
2023-12-11,2991.43896484375,2995.669921875,2930.422119140625,2956.291015625,360200
2023-12-12,3003.43798828125,3003.74609375,2980.446044921875,2986.327880859375,287600
2023-12-13,2968.760986328125,2997.3359375,2968.760986328125,2997.3359375,282800
2023-12-14,2958.986083984375,2986.177001953125,2958.06591796875,2979.698974609375,271500
2023-12-15,2942.556884765625,2976.30908203125,2940.027099609375,2966.302001953125,289300
2023-12-18,2930.800048828125,2951.14990234375,2924.330078125,2936.580078125,293100
2023-12-19,2932.39111328125,2940.5009765625,2914.125,2928.762939453125,265900
2023-12-20,2902.110107421875,2937.10107421875,2902.0400390625,2932.118896484375,265600
2023-12-21,2918.715087890625,2924.256103515625,2882.02001953125,2892.02001953125,282500
2023-12-22,2914.77490234375,2935.699951171875,2906.509033203125,2919.2880859375,296600
2023-12-25,2918.81298828125,2920.632080078125,2903.987060546875,2909.875,229800
2023-12-26,2898.8798828125,2917.969970703125,2892.840087890625,2917.969970703125,228100
2023-12-27,2914.614013671875,2917.9560546875,2890.1650390625,2900.14892578125,247900
2023-12-28,2954.7041015625,2961.64794921875,2909.388916015625,2913.110107421875,339200
2023-12-29,2974.93505859375,2975.031982421875,2950.01708984375,2950.8369140625,290700
